"","protein.ids","majority.protein.ids","peptide.counts..all.","peptide.counts..razor.unique.","peptide.counts..unique.","fasta.headers","number.of.proteins","peptides","razor...unique.peptides","unique.peptides"
"1787","sp|Q8BXR9|OSBL6_MOUSE","sp|Q8BXR9|OSBL6_MOUSE","2","2","2","Oxysterol-binding protein-related protein 6",1,2,2,2
"1788","sp|Q8BXV2|BRI3B_MOUSE","sp|Q8BXV2|BRI3B_MOUSE","3","3","3","BRI3-binding protein",1,3,3,3
"1789","sp|Q8BXZ1|TMX3_MOUSE","sp|Q8BXZ1|TMX3_MOUSE","9","9","9","Protein disulfide-isomerase TMX3",1,9,9,9
"1790","sp|Q8BY89|CTL2_MOUSE","sp|Q8BY89|CTL2_MOUSE","7","7","7","Choline transporter-like protein 2",1,7,7,7
"1791","sp|Q8BYA0|TBCD_MOUSE","sp|Q8BYA0|TBCD_MOUSE","3","3","3","Tubulin-specific chaperone D",1,3,3,3
"1792","sp|Q8BYI6|PCAT2_MOUSE","sp|Q8BYI6|PCAT2_MOUSE","3","3","3","Lysophosphatidylcholine acyltransferase 2",1,3,3,3
"1793","sp|Q8BYK6|YTHD3_MOUSE;sp|P59326|YTHD1_MOUSE","sp|Q8BYK6|YTHD3_MOUSE;sp|P59326|YTHD1_MOUSE","2;1","2;1","2;1","YTH domain-containing family protein 3;YTH domain-containing family protein 1",2,2,2,2
"1794","sp|Q8BYM7|RSH4A_MOUSE","sp|Q8BYM7|RSH4A_MOUSE","6","6","6","Radial spoke head protein 4 homolog A",1,6,6,6
"1795","sp|Q8BYW1|RHG25_MOUSE","sp|Q8BYW1|RHG25_MOUSE","12","12","12","Rho GTPase-activating protein 25",1,12,12,12
"1796","sp|Q8BZ98|DYN3_MOUSE","sp|Q8BZ98|DYN3_MOUSE","7","3","2","Dynamin-3",1,7,3,2
"1797","sp|Q8BZN6|DOC10_MOUSE","sp|Q8BZN6|DOC10_MOUSE","15","15","15","Dedicator of cytokinesis protein 10",1,15,15,15
"1798","sp|Q8C050|KS6A5_MOUSE","sp|Q8C050|KS6A5_MOUSE","2","2","2","Ribosomal protein S6 kinase alpha-5",1,2,2,2
"1799","sp|Q8C052|MAP1S_MOUSE","sp|Q8C052|MAP1S_MOUSE","3","3","3","Microtubule-associated protein 1S",1,3,3,3
"1800","sp|Q8C0C7|SYFA_MOUSE","sp|Q8C0C7|SYFA_MOUSE","9","9","9","Phenylalanine--tRNA ligase alpha subunit",1,9,9,9
"1801","sp|Q8C0E2|VP26B_MOUSE","sp|Q8C0E2|VP26B_MOUSE","7","6","6","Vacuolar protein sorting-associated protein 26B",1,7,6,6
"1802","sp|Q8C0E3|TRI47_MOUSE","sp|Q8C0E3|TRI47_MOUSE","3","3","3","E3 ubiquitin-protein ligase TRIM47",1,3,3,3
"1803","sp|Q8C0I1|ADAS_MOUSE","sp|Q8C0I1|ADAS_MOUSE","8","8","8","Alkyldihydroxyacetonephosphate synthase, peroxisomal",1,8,8,8
"1804","sp|Q8C0J6|SWAHC_MOUSE","sp|Q8C0J6|SWAHC_MOUSE","2","2","2","Ankyrin repeat domain-containing protein SOWAHC",1,2,2,2
"1805","sp|Q8C0L0|TMX4_MOUSE","sp|Q8C0L0|TMX4_MOUSE","2","2","2","Thioredoxin-related transmembrane protein 4",1,2,2,2
"1806","sp|Q8C0X8|SMKX_MOUSE","sp|Q8C0X8|SMKX_MOUSE","2","2","2","Sperm motility kinase X",1,2,2,2
"1807","sp|Q8C129|LCAP_MOUSE","sp|Q8C129|LCAP_MOUSE","14","14","14","Leucyl-cystinyl aminopeptidase",1,14,14,14
"1808","sp|Q8C147|DOCK8_MOUSE","sp|Q8C147|DOCK8_MOUSE","8","8","8","Dedicator of cytokinesis protein 8",1,8,8,8
"1809","sp|Q8C166|CPNE1_MOUSE","sp|Q8C166|CPNE1_MOUSE","15","15","14","Copine-1",1,15,15,14
"1810","sp|Q8C1A5|THOP1_MOUSE","sp|Q8C1A5|THOP1_MOUSE","8","8","8","Thimet oligopeptidase",1,8,8,8
"1811","sp|Q8C1B7|SEP11_MOUSE","sp|Q8C1B7|SEP11_MOUSE","14","14","12","Septin-11",1,14,14,12
"1812","sp|Q8C2E7|WASC5_MOUSE","sp|Q8C2E7|WASC5_MOUSE","4","4","4","WASH complex subunit 5",1,4,4,4
"1813","sp|Q8C2K1|DEFI6_MOUSE","sp|Q8C2K1|DEFI6_MOUSE","4","4","4","Differentially expressed in FDCP 6",1,4,4,4
"1814","sp|Q8C2Q3|RBM14_MOUSE","sp|Q8C2Q3|RBM14_MOUSE","14","14","14","RNA-binding protein 14",1,14,14,14
"1815","sp|Q8C3J5|DOCK2_MOUSE","sp|Q8C3J5|DOCK2_MOUSE","34","34","34","Dedicator of cytokinesis protein 2",1,34,34,34
"1816","sp|Q8C3X8|LMF2_MOUSE","sp|Q8C3X8|LMF2_MOUSE","2","2","2","Lipase maturation factor 2",1,2,2,2
"1817","sp|Q8C522|ENDD1_MOUSE","sp|Q8C522|ENDD1_MOUSE","3","3","3","Endonuclease domain-containing 1 protein",1,3,3,3
"1818","sp|Q8C547|HTR5B_MOUSE","sp|Q8C547|HTR5B_MOUSE","3","3","3","HEAT repeat-containing protein 5B",1,3,3,3
"1819","sp|Q8C570|RAE1L_MOUSE","sp|Q8C570|RAE1L_MOUSE","3","3","3","mRNA export factor",1,3,3,3
"1820","sp|Q8C5V8|CC187_MOUSE","sp|Q8C5V8|CC187_MOUSE","3","3","3","Coiled-coil domain-containing protein 187",1,3,3,3
"1821","sp|Q8C5W0|CLMN_MOUSE","sp|Q8C5W0|CLMN_MOUSE","2","2","2","Calmin",1,2,2,2
"1822","sp|Q8C5W3|TBCEL_MOUSE","sp|Q8C5W3|TBCEL_MOUSE","2","2","2","Tubulin-specific chaperone cofactor E-like protein",1,2,2,2
"1823","sp|Q8C754|VPS52_MOUSE","sp|Q8C754|VPS52_MOUSE","5","5","5","Vacuolar protein sorting-associated protein 52 homolog",1,5,5,5
"1824","sp|Q8C7R4|UBA6_MOUSE","sp|Q8C7R4|UBA6_MOUSE","4","4","4","Ubiquitin-like modifier-activating enzyme 6",1,4,4,4
"1825","sp|Q8C7V3|UTP15_MOUSE","sp|Q8C7V3|UTP15_MOUSE","2","2","2","U3 small nucleolar RNA-associated protein 15 homolog",1,2,2,2
"1826","sp|Q8C7X2|EMC1_MOUSE","sp|Q8C7X2|EMC1_MOUSE","7","7","7","ER membrane protein complex subunit 1",1,7,7,7
"1827","sp|Q8C878|UBA3_MOUSE","sp|Q8C878|UBA3_MOUSE","2","2","2","NEDD8-activating enzyme E1 catalytic subunit",1,2,2,2
"1828","sp|Q8CAQ8|MIC60_MOUSE","sp|Q8CAQ8|MIC60_MOUSE","31","31","31","MICOS complex subunit Mic60",1,31,31,31
"1829","sp|Q8CAY6|THIC_MOUSE","sp|Q8CAY6|THIC_MOUSE","4","4","4","Acetyl-CoA acetyltransferase, cytosolic",1,4,4,4
"1830","sp|Q8CB87|RAB44_MOUSE","sp|Q8CB87|RAB44_MOUSE","3","3","3","Ras-related protein Rab-44",1,3,3,3
"1831","sp|Q8CBA2|SLFN5_MOUSE","sp|Q8CBA2|SLFN5_MOUSE","3","3","3","Schlafen family member 5",1,3,3,3
"1832","sp|Q8CBW3|ABI1_MOUSE","sp|Q8CBW3|ABI1_MOUSE","9","9","8","Abl interactor 1",1,9,9,8
"1833","sp|Q8CBY8|DCTN4_MOUSE","sp|Q8CBY8|DCTN4_MOUSE","3","3","3","Dynactin subunit 4",1,3,3,3
"1834","sp|Q8CCB4|VPS53_MOUSE","sp|Q8CCB4|VPS53_MOUSE","2","2","2","Vacuolar protein sorting-associated protein 53 homolog",1,2,2,2
"1835","sp|Q8CCF0|PRP31_MOUSE","sp|Q8CCF0|PRP31_MOUSE","8","8","8","U4/U6 small nuclear ribonucleoprotein Prp31",1,8,8,8
"1836","sp|Q8CCH2|NHLC3_MOUSE","sp|Q8CCH2|NHLC3_MOUSE","2","2","2","NHL repeat-containing protein 3",1,2,2,2
"1837","sp|Q8CCJ3|UFL1_MOUSE","sp|Q8CCJ3|UFL1_MOUSE","4","4","4","E3 UFM1-protein ligase 1",1,4,4,4
"1838","sp|Q8CCK0|H2AW_MOUSE","sp|Q8CCK0|H2AW_MOUSE","6","4","4","Core histone macro-H2A.2",1,6,4,4
"1839","sp|Q8CCS6|PABP2_MOUSE","sp|Q8CCS6|PABP2_MOUSE","5","5","5","Polyadenylate-binding protein 2",1,5,5,5
"1840","sp|Q8CD10|MICU2_MOUSE","sp|Q8CD10|MICU2_MOUSE","2","2","2","Calcium uptake protein 2, mitochondrial",1,2,2,2
"1841","sp|Q8CDN6|TXNL1_MOUSE","sp|Q8CDN6|TXNL1_MOUSE","9","9","9","Thioredoxin-like protein 1",1,9,9,9
"1842","sp|Q8CFI7|RPB2_MOUSE","sp|Q8CFI7|RPB2_MOUSE","8","8","8","DNA-directed RNA polymerase II subunit RPB2",1,8,8,8
"1843","sp|Q8CFQ3|AQR_MOUSE","sp|Q8CFQ3|AQR_MOUSE","2","2","2","RNA helicase aquarius",1,2,2,2
"1844","sp|Q8CFV9|RIFK_MOUSE","sp|Q8CFV9|RIFK_MOUSE","2","2","2","Riboflavin kinase",1,2,2,2
"1845","sp|Q8CFX1|G6PE_MOUSE","sp|Q8CFX1|G6PE_MOUSE","11","11","11","GDH/6PGL endoplasmic bifunctional protein",1,11,11,11
"1846","sp|Q8CG72|ADPRS_MOUSE","sp|Q8CG72|ADPRS_MOUSE","2","2","2","ADP-ribose glycohydrolase ARH3",1,2,2,2
"1847","sp|Q8CG76|ARK72_MOUSE","sp|Q8CG76|ARK72_MOUSE","7","7","7","Aflatoxin B1 aldehyde reductase member 2",1,7,7,7
"1848","sp|Q8CGA0|PPM1F_MOUSE","sp|Q8CGA0|PPM1F_MOUSE","2","2","2","Protein phosphatase 1F",1,2,2,2
"1849","sp|Q8CGC6|RBM28_MOUSE","sp|Q8CGC6|RBM28_MOUSE","2","2","2","RNA-binding protein 28",1,2,2,2
"1850","sp|Q8CGC7|SYEP_MOUSE","sp|Q8CGC7|SYEP_MOUSE","26","26","26","Bifunctional glutamate/proline--tRNA ligase",1,26,26,26
"1851","sp|Q8CGE8|IFI5A_MOUSE;sp|P0DOV1|IFI5B_MOUSE","sp|Q8CGE8|IFI5A_MOUSE;sp|P0DOV1|IFI5B_MOUSE","12;10","12;10","7;5","Interferon-activable protein 205-A;Interferon-activable protein 205-B",2,12,12,7
"1852","sp|Q8CGF7|TCRG1_MOUSE","sp|Q8CGF7|TCRG1_MOUSE","8","8","8","Transcription elongation regulator 1",1,8,8,8
"1853","sp|Q8CGK3|LONM_MOUSE","sp|Q8CGK3|LONM_MOUSE","17","17","17","Lon protease homolog, mitochondrial",1,17,17,17
"1854","sp|Q8CGY8|OGT1_MOUSE","sp|Q8CGY8|OGT1_MOUSE","2","2","2","UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit",1,2,2,2
"1855","sp|Q8CGZ0|CHERP_MOUSE","sp|Q8CGZ0|CHERP_MOUSE","2","2","2","Calcium homeostasis endoplasmic reticulum protein",1,2,2,2
"1856","sp|Q8CH18|CCAR1_MOUSE","sp|Q8CH18|CCAR1_MOUSE","3","3","3","Cell division cycle and apoptosis regulator protein 1",1,3,3,3
"1857","sp|Q8CH25|SLTM_MOUSE","sp|Q8CH25|SLTM_MOUSE","5","5","5","SAFB-like transcription modulator",1,5,5,5
"1858","sp|Q8CHH9|SEPT8_MOUSE","sp|Q8CHH9|SEPT8_MOUSE","5","4","4","Septin-8",1,5,4,4
"1859","sp|Q8CHK3|MBOA7_MOUSE","sp|Q8CHK3|MBOA7_MOUSE","2","2","2","Lysophospholipid acyltransferase 7",1,2,2,2
"1860","sp|Q8CHP5|PYM1_MOUSE","sp|Q8CHP5|PYM1_MOUSE","4","4","4","Partner of Y14 and mago",1,4,4,4
"1861","sp|Q8CHP8|PGP_MOUSE","sp|Q8CHP8|PGP_MOUSE","3","3","3","Glycerol-3-phosphate phosphatase",1,3,3,3
"1862","sp|Q8CHT0|AL4A1_MOUSE","sp|Q8CHT0|AL4A1_MOUSE","14","14","14","Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial",1,14,14,14
"1863","sp|Q8CHT3|INT5_MOUSE","sp|Q8CHT3|INT5_MOUSE","2","2","2","Integrator complex subunit 5",1,2,2,2
"1864","sp|Q8CHW4|EI2BE_MOUSE","sp|Q8CHW4|EI2BE_MOUSE","2","2","2","Translation initiation factor eIF-2B subunit epsilon",1,2,2,2
"1865","sp|Q8CHY6|P66A_MOUSE","sp|Q8CHY6|P66A_MOUSE","2","2","2","Transcriptional repressor p66 alpha",1,2,2,2
"1866","sp|Q8CI11|GNL3_MOUSE","sp|Q8CI11|GNL3_MOUSE","2","2","2","Guanine nucleotide-binding protein-like 3",1,2,2,2
"1867","sp|Q8CI32|BAG5_MOUSE","sp|Q8CI32|BAG5_MOUSE","2","2","2","BAG family molecular chaperone regulator 5",1,2,2,2
"1868","sp|Q8CI51|PDLI5_MOUSE","sp|Q8CI51|PDLI5_MOUSE","11","11","11","PDZ and LIM domain protein 5",1,11,11,11
"1869","sp|Q8CI94|PYGB_MOUSE","sp|Q8CI94|PYGB_MOUSE","28","25","22","Glycogen phosphorylase, brain form",1,28,25,22
"1870","sp|Q8CIB5|FERM2_MOUSE","sp|Q8CIB5|FERM2_MOUSE","7","7","7","Fermitin family homolog 2",1,7,7,7
"1871","sp|Q8CIE6|COPA_MOUSE","sp|Q8CIE6|COPA_MOUSE","30","30","30","Coatomer subunit alpha",1,30,30,30
"1872","sp|Q8CIH5|PLCG2_MOUSE","sp|Q8CIH5|PLCG2_MOUSE","20","20","19","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-2",1,20,20,19
"1873","sp|Q8CIM1|LRC45_MOUSE","sp|Q8CIM1|LRC45_MOUSE","5","5","5","Leucine-rich repeat-containing protein 45",1,5,5,5
"1874","sp|Q8CIN4|PAK2_MOUSE;sp|Q61036|PAK3_MOUSE;sp|O88643|PAK1_MOUSE","sp|Q8CIN4|PAK2_MOUSE","15;3;2","15;3;2","15;3;2","Serine/threonine-protein kinase PAK 2",3,15,15,15
"1875","sp|Q8CIQ7|DOCK3_MOUSE;sp|P59764|DOCK4_MOUSE","sp|Q8CIQ7|DOCK3_MOUSE;sp|P59764|DOCK4_MOUSE","2;1","2;1","2;1","Dedicator of cytokinesis protein 3;Dedicator of cytokinesis protein 4",2,2,2,2
"1876","sp|Q8CIS0|CAR11_MOUSE","sp|Q8CIS0|CAR11_MOUSE","7","7","7","Caspase recruitment domain-containing protein 11",1,7,7,7
"1877","sp|Q8CJG1|AGO1_MOUSE;sp|Q8CJG0|AGO2_MOUSE;sp|Q8CJF9|AGO3_MOUSE;sp|Q8CJF8|AGO4_MOUSE","sp|Q8CJG1|AGO1_MOUSE;sp|Q8CJG0|AGO2_MOUSE;sp|Q8CJF9|AGO3_MOUSE;sp|Q8CJF8|AGO4_MOUSE","2;2;2;2","2;2;2;2","2;2;2;2","Protein argonaute-1;Protein argonaute-2;Protein argonaute-3;Protein argonaute-4",4,2,2,2
"1878","sp|Q8JZK9|HMCS1_MOUSE","sp|Q8JZK9|HMCS1_MOUSE","2","2","2","Hydroxymethylglutaryl-CoA synthase, cytoplasmic",1,2,2,2
"1879","sp|Q8JZM7|CDC73_MOUSE","sp|Q8JZM7|CDC73_MOUSE","4","4","4","Parafibromin",1,4,4,4
"1880","sp|Q8JZN5|ACAD9_MOUSE","sp|Q8JZN5|ACAD9_MOUSE","11","11","11","Complex I assembly factor ACAD9, mitochondrial",1,11,11,11
"1881","sp|Q8JZQ2|AFG32_MOUSE","sp|Q8JZQ2|AFG32_MOUSE","4","4","4","AFG3-like protein 2",1,4,4,4
"1882","sp|Q8JZQ9|EIF3B_MOUSE","sp|Q8JZQ9|EIF3B_MOUSE","14","14","14","Eukaryotic translation initiation factor 3 subunit B",1,14,14,14
"1883","sp|Q8JZR0|ACSL5_MOUSE","sp|Q8JZR0|ACSL5_MOUSE","12","11","11","Long-chain-fatty-acid--CoA ligase 5",1,12,11,11
"1884","sp|Q8JZU2|TXTP_MOUSE","sp|Q8JZU2|TXTP_MOUSE","4","4","4","Tricarboxylate transport protein, mitochondrial",1,4,4,4
"1885","sp|Q8JZV7|NAGA_MOUSE","sp|Q8JZV7|NAGA_MOUSE","3","3","3","N-acetylglucosamine-6-phosphate deacetylase",1,3,3,3
"1886","sp|Q8JZX3|POC1A_MOUSE","sp|Q8JZX3|POC1A_MOUSE","3","3","3","POC1 centriolar protein homolog A",1,3,3,3
"1887","sp|Q8JZX4|SPF45_MOUSE","sp|Q8JZX4|SPF45_MOUSE","3","3","3","Splicing factor 45",1,3,3,3
"1888","sp|Q8K003|TMA7_MOUSE","sp|Q8K003|TMA7_MOUSE","2","2","2","Translation machinery-associated protein 7",1,2,2,2
"1889","sp|Q8K019|BCLF1_MOUSE","sp|Q8K019|BCLF1_MOUSE","5","5","5","Bcl-2-associated transcription factor 1",1,5,5,5
"1890","sp|Q8K021|SCAM1_MOUSE","sp|Q8K021|SCAM1_MOUSE","4","4","4","Secretory carrier-associated membrane protein 1",1,4,4,4
"1891","sp|Q8K057|IFT80_MOUSE","sp|Q8K057|IFT80_MOUSE","2","2","2","Intraflagellar transport protein 80 homolog",1,2,2,2
"1892","sp|Q8K0C9|GMDS_MOUSE","sp|Q8K0C9|GMDS_MOUSE","3","3","3","GDP-mannose 4,6 dehydratase",1,3,3,3
"1893","sp|Q8K0Q5|RHG18_MOUSE","sp|Q8K0Q5|RHG18_MOUSE","4","4","4","Rho GTPase-activating protein 18",1,4,4,4
"1894","sp|Q8K0T0|RTN1_MOUSE","sp|Q8K0T0|RTN1_MOUSE","2","2","2","Reticulon-1",1,2,2,2
"1895","sp|Q8K0U4|HS12A_MOUSE","sp|Q8K0U4|HS12A_MOUSE","3","3","3","Heat shock 70 kDa protein 12A",1,3,3,3
"1896","sp|Q8K124|PKHO2_MOUSE","sp|Q8K124|PKHO2_MOUSE","10","10","10","Pleckstrin homology domain-containing family O member 2",1,10,10,10
"1897","sp|Q8K157|GALM_MOUSE","sp|Q8K157|GALM_MOUSE","2","2","2","Galactose mutarotase",1,2,2,2
"1898","sp|Q8K183|PDXK_MOUSE","sp|Q8K183|PDXK_MOUSE","8","8","8","Pyridoxal kinase",1,8,8,8
"1899","sp|Q8K1B8|URP2_MOUSE;sp|P59113|FERM1_MOUSE","sp|Q8K1B8|URP2_MOUSE","26;1","26;1","26;1","Fermitin family homolog 3",2,26,26,26
"1900","sp|Q8K1I7|WIPF1_MOUSE","sp|Q8K1I7|WIPF1_MOUSE","5","5","5","WAS/WASL-interacting protein family member 1",1,5,5,5
"1901","sp|Q8K1J6|TRNT1_MOUSE","sp|Q8K1J6|TRNT1_MOUSE","9","9","9","CCA tRNA nucleotidyltransferase 1, mitochondrial",1,9,9,9
"1902","sp|Q8K1M6|DNM1L_MOUSE","sp|Q8K1M6|DNM1L_MOUSE","10","10","10","Dynamin-1-like protein",1,10,10,10
"1903","sp|Q8K1R3|PNPT1_MOUSE","sp|Q8K1R3|PNPT1_MOUSE","2","2","2","Polyribonucleotide nucleotidyltransferase 1, mitochondrial",1,2,2,2
"1904","sp|Q8K1X4|NCKPL_MOUSE;sp|P28660|NCKP1_MOUSE","sp|Q8K1X4|NCKPL_MOUSE","11;2","11;2","11;2","Nck-associated protein 1-like",2,11,11,11
"1905","sp|Q8K1Z0|COQ9_MOUSE","sp|Q8K1Z0|COQ9_MOUSE","3","3","3","Ubiquinone biosynthesis protein COQ9, mitochondrial",1,3,3,3
"1906","sp|Q8K212|PACS1_MOUSE","sp|Q8K212|PACS1_MOUSE","2","2","2","Phosphofurin acidic cluster sorting protein 1",1,2,2,2
"1907","sp|Q8K224|NAT10_MOUSE","sp|Q8K224|NAT10_MOUSE","4","4","4","RNA cytidine acetyltransferase",1,4,4,4
"1908","sp|Q8K274|KT3K_MOUSE","sp|Q8K274|KT3K_MOUSE","2","2","2","Ketosamine-3-kinase",1,2,2,2
"1909","sp|Q8K284|TF3C1_MOUSE","sp|Q8K284|TF3C1_MOUSE","2","2","2","General transcription factor 3C polypeptide 1",1,2,2,2
"1910","sp|Q8K296|MTMR3_MOUSE;sp|Q91XS1|MTMR4_MOUSE","sp|Q8K296|MTMR3_MOUSE","3;1","3;1","3;1","Myotubularin-related protein 3",2,3,3,3
"1911","sp|Q8K297|GT251_MOUSE","sp|Q8K297|GT251_MOUSE","6","6","6","Procollagen galactosyltransferase 1",1,6,6,6
"1912","sp|Q8K2B3|SDHA_MOUSE","sp|Q8K2B3|SDHA_MOUSE","24","24","24","Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",1,24,24,24
"1913","sp|Q8K2C9|HACD3_MOUSE","sp|Q8K2C9|HACD3_MOUSE","5","5","5","Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3",1,5,5,5
"1914","sp|Q8K2H4|ACAP1_MOUSE","sp|Q8K2H4|ACAP1_MOUSE","3","3","3","Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 1",1,3,3,3
"1915","sp|Q8K2I3|FMO2_MOUSE","sp|Q8K2I3|FMO2_MOUSE","26","26","26","Dimethylaniline monooxygenase [N-oxide-forming] 2",1,26,26,26
"1916","sp|Q8K2I4|MANBA_MOUSE","sp|Q8K2I4|MANBA_MOUSE","2","2","2","Beta-mannosidase",1,2,2,2
"1917","sp|Q8K2K6|AGFG1_MOUSE","sp|Q8K2K6|AGFG1_MOUSE","2","2","2","Arf-GAP domain and FG repeat-containing protein 1",1,2,2,2
"1918","sp|Q8K2Q9|SHOT1_MOUSE","sp|Q8K2Q9|SHOT1_MOUSE","10","10","10","Shootin-1",1,10,10,10
"1919","sp|Q8K2T1|NMRL1_MOUSE","sp|Q8K2T1|NMRL1_MOUSE","3","3","3","NmrA-like family domain-containing protein 1",1,3,3,3
"1920","sp|Q8K310|MATR3_MOUSE","sp|Q8K310|MATR3_MOUSE","20","20","20","Matrin-3",1,20,20,20
"1921","sp|Q8K352|SASH3_MOUSE","sp|Q8K352|SASH3_MOUSE","4","4","4","SAM and SH3 domain-containing protein 3",1,4,4,4
"1922","sp|Q8K354|CBR3_MOUSE","sp|Q8K354|CBR3_MOUSE","9","8","8","Carbonyl reductase [NADPH] 3",1,9,8,8
"1923","sp|Q8K370|ACD10_MOUSE","sp|Q8K370|ACD10_MOUSE","5","5","5","Acyl-CoA dehydrogenase family member 10",1,5,5,5
"1924","sp|Q8K389|CK5P2_MOUSE","sp|Q8K389|CK5P2_MOUSE","2","2","2","CDK5 regulatory subunit-associated protein 2",1,2,2,2
"1925","sp|Q8K3G5|VRK3_MOUSE","sp|Q8K3G5|VRK3_MOUSE","2","2","2","Inactive serine/threonine-protein kinase VRK3",1,2,2,2
"1926","sp|Q8K3H0|DP13A_MOUSE","sp|Q8K3H0|DP13A_MOUSE","2","2","2","DCC-interacting protein 13-alpha",1,2,2,2
"1927","sp|Q8K3J1|NDUS8_MOUSE","sp|Q8K3J1|NDUS8_MOUSE","4","4","4","NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial",1,4,4,4
"1928","sp|Q8K411|PREP_MOUSE","sp|Q8K411|PREP_MOUSE","3","3","3","Presequence protease, mitochondrial",1,3,3,3
"1929","sp|Q8K426|RETNG_MOUSE","sp|Q8K426|RETNG_MOUSE","3","3","3","Resistin-like gamma",1,3,3,3
"1930","sp|Q8K449|ABCA9_MOUSE;sp|Q8K441|ABCA6_MOUSE","sp|Q8K449|ABCA9_MOUSE;sp|Q8K441|ABCA6_MOUSE","2;1","2;1","2;1","ATP-binding cassette sub-family A member 9;ATP-binding cassette sub-family A member 6",2,2,2,2
"1931","sp|Q8K4F5|ABHDB_MOUSE","sp|Q8K4F5|ABHDB_MOUSE","2","2","2","Protein ABHD11",1,2,2,2
"1932","sp|Q8K4G5|ABLM1_MOUSE","sp|Q8K4G5|ABLM1_MOUSE","3","3","3","Actin-binding LIM protein 1",1,3,3,3
"1933","sp|Q8K4I3|ARHG6_MOUSE","sp|Q8K4I3|ARHG6_MOUSE","5","5","4","Rho guanine nucleotide exchange factor 6",1,5,5,4
"1934","sp|Q8K4L3|SVIL_MOUSE","sp|Q8K4L3|SVIL_MOUSE","6","6","6","Supervillin",1,6,6,6
"1935","sp|Q8K4X7|PLCD_MOUSE","sp|Q8K4X7|PLCD_MOUSE","2","2","2","1-acyl-sn-glycerol-3-phosphate acyltransferase delta",1,2,2,2
"1936","sp|Q8K4Z3|NNRE_MOUSE","sp|Q8K4Z3|NNRE_MOUSE","7","7","7","NAD(P)H-hydrate epimerase",1,7,7,7
"1937","sp|Q8K4Z5|SF3A1_MOUSE","sp|Q8K4Z5|SF3A1_MOUSE","11","11","11","Splicing factor 3A subunit 1",1,11,11,11
"1938","sp|Q8N7N5|DCAF8_MOUSE","sp|Q8N7N5|DCAF8_MOUSE","2","2","2","DDB1- and CUL4-associated factor 8",1,2,2,2
"1939","sp|Q8QZS1|HIBCH_MOUSE","sp|Q8QZS1|HIBCH_MOUSE","8","8","8","3-hydroxyisobutyryl-CoA hydrolase, mitochondrial",1,8,8,8
"1940","sp|Q8QZT1|THIL_MOUSE","sp|Q8QZT1|THIL_MOUSE","27","27","27","Acetyl-CoA acetyltransferase, mitochondrial",1,27,27,27
"1941","sp|Q8QZY1|EIF3L_MOUSE","sp|Q8QZY1|EIF3L_MOUSE","15","15","15","Eukaryotic translation initiation factor 3 subunit L",1,15,15,15
"1942","sp|Q8QZY9|SF3B4_MOUSE","sp|Q8QZY9|SF3B4_MOUSE","4","4","4","Splicing factor 3B subunit 4",1,4,4,4
"1943","sp|Q8QZZ7|TPRKB_MOUSE","sp|Q8QZZ7|TPRKB_MOUSE","2","2","2","EKC/KEOPS complex subunit Tprkb",1,2,2,2
"1944","sp|Q8R001|MARE2_MOUSE","sp|Q8R001|MARE2_MOUSE","3","3","3","Microtubule-associated protein RP/EB family member 2",1,3,3,3
"1945","sp|Q8R010|AIMP2_MOUSE","sp|Q8R010|AIMP2_MOUSE","3","3","3","Aminoacyl tRNA synthase complex-interacting multifunctional protein 2",1,3,3,3
"1946","sp|Q8R016|BLMH_MOUSE","sp|Q8R016|BLMH_MOUSE","3","3","3","Bleomycin hydrolase",1,3,3,3
"1947","sp|Q8R050|ERF3A_MOUSE;sp|Q149F3|ERF3B_MOUSE","sp|Q8R050|ERF3A_MOUSE","7;3","7;3","7;3","Eukaryotic peptide chain release factor GTP-binding subunit ERF3A",2,7,7,7
"1948","sp|Q8R081|HNRPL_MOUSE","sp|Q8R081|HNRPL_MOUSE","27","27","27","Heterogeneous nuclear ribonucleoprotein L",1,27,27,27
"1949","sp|Q8R0A0|T2FB_MOUSE","sp|Q8R0A0|T2FB_MOUSE","2","2","2","General transcription factor IIF subunit 2",1,2,2,2
"1950","sp|Q8R0F9|S14L4_MOUSE","sp|Q8R0F9|S14L4_MOUSE","2","2","2","SEC14-like protein 4",1,2,2,2
"1951","sp|Q8R0G7|SPNS1_MOUSE","sp|Q8R0G7|SPNS1_MOUSE","2","2","2","Protein spinster homolog 1",1,2,2,2
"1952","sp|Q8R0G9|NU133_MOUSE","sp|Q8R0G9|NU133_MOUSE","3","3","3","Nuclear pore complex protein Nup133",1,3,3,3
"1953","sp|Q8R0W0|EPIPL_MOUSE","sp|Q8R0W0|EPIPL_MOUSE","19","17","17","Epiplakin",1,19,17,17
"1954","sp|Q8R0X7|SGPL1_MOUSE","sp|Q8R0X7|SGPL1_MOUSE","6","6","6","Sphingosine-1-phosphate lyase 1",1,6,6,6
